'KL Santa','KS001','3.960',1,'UBS'
'KL Santa','KS002','5.030',1,'UBS'
'KL Santa','KS003','2.900',1,'UBS'
'KL Santa','KS004','5.020',1,'UBS'
'KL Santa','KS005','2.070',1,'UBS'
'KL Santa','KS006','4.180',1,'UBS'
'KL Santa','KS007','3.080',1,'UBS'
'KL Santa','KS008','8.030',1,'UBS'
'KL Santa','KS009','9.930',1,'UBS'
'KL Santa','KS010','4.940',1,'UBS'
'KL Santa','KS011','4.920',1,'UBS'
'KL Santa','KS012','2.050',1,'UBS'
'KL Santa','KS013','2.900',1,'UBS'
'KL Santa','KS014','6.040',1,'UBS'
'KL Santa','KS015','2.880',1,'UBS'
'KL Santa','KS016','8.000',1,'UBS'
'KL Santa','KS017','11.900',1,'UBS'
'KL Santa','KS018','2.030',1,'UBS'
'KL Santa','KS019','7.100',1,'UBS'
'KL Santa','KS020','5.060',1,'UBS'
'KL Santa','KS021','4.840',1,'UBS'
'KL Santa','KS022','6.050',1,'UBS'
'KL Santa','KS023','2.050',1,'UBS'
'KL Santa','KS024','4.960',1,'UBS'
'KL Santa','KS025','5.090',1,'UBS'
'KL Santa','KS026','6.870',1,'UBS'
'KL Santa','KS027','2.910',1,'UBS'
'KL Santa','KS028','5.110',1,'UBS'
'KL Santa','KS029','2.990',1,'UBS'
'KL Santa','KS030','2.040',1,'UBS'
'KL Santa','KS031','4.960',1,'UBS'
'KL Santa','KS032','2.000',1,'UBS'
'KL Santa','KS033','7.080',1,'UBS'
'KL Santa','KS034','6.080',1,'UBS'
'KL Santa','KS035','9.890',1,'UBS'
