AD001,A,D,,3,2,1.49,2
AD004,A,D,,1,2,1.49,2
AD014,A,D,,3,2,1.03,2
AG007,A,G,1AD,3,2,0.65,2
AG013,A,G,BOLA PASIR,0,2,1.38,2
AG015,A,G,BOLA PASIR,0,2,1.41,2
AG019,A,G,STGH BOLA MOZAIK,0,2,1.13,2
AG023,A,G,HATI MOZAIK,0,2,0.8,2
AG024,A,G,HATI MOZAIK,0,2,0.83,2
AG034,A,G,BUNGA,7,3,1.22,2
AG040,A,G,BUNGA BINTANG,7,3,1.03,2
AG042,A,G,STGH BLT,7,3,1.07,2
AG047,A,G,BLT AD,1,3,1.3,2
AG048,A,G,BOLA AD,1,3,1.5,2
AG050,A,G,1AD,1,3,1.1,2
AJ003,A,J,VAR PTH,3,2,1.07,2
AJ005,A,J,VAR PTH,3,2,1,2
AJ009,A,J,ULIR,3,2,1.12,2
AJ010,A,J,ULIR,3,2,1.05,2
AJ015,A,J,2MN BLT,3,2,1,2
AJ020,A,J,1MN HATI,3,2,1,2
AJ021,A,J,1MN HATI,3,2,1,2
AJ032,A,J,3MN BLT,3,2,1.09,2
AJ034,A,J,ULIR VAR PTH,3,2,1.6,2
AK035,A,K,BSR MOZAIK VAR PTH,0,2,1.68,2
AK041,A,K,KCL MOZAIK VAR PTH,3,2,1.63,2
AK049,A,K,MOZAIK,3,2,0.65,2
AK050,A,K,MOZAIK,3,2,0.56,2
AK052,A,K,3AD,3,2,1.2,2
AK053,A,K,5AD,3,2,1.14,2
AK054,A,K,5AD,3,2,1.11,2
AK055,A,K,BUNGA 5AD,3,2,1.08,2
AK056,A,K,5AD 1AD GYG,3,2,1.46,2
AK057,A,K,5AD 1AD GYG,3,2,1.49,2
AK058,A,K,16AD PTH PINK,3,2,1.68,2
AK059,A,K,16 AD,3,2,1.69,2
AK060,A,K,BUNGA 6AD,3,2,1.18,2
AK062,A,K,BUNGA 4AD,3,2,1.08,2
AK067,A,K,VAR PTH,1,3,1.1,2
AM002,A,M,TETES EMBUN,0,2,0.85,2
AM008,A,M,BOLA MOZAIK,0,2,0.9,2
AM012,A,M,HATI MOZAIK,0,2,0.83,2
AM014,A,M,HATI MOZAIK,0,2,0.9,2
AM016,A,M,5BOLA 3WARNA,0,2,1.55,2
AM018,A,M,KUPU AD PINK,0,2,1.3,2
AM023,A,M,KUPU VAR PTH 2AD,0,2,1,2
AM027,A,M,BUNGA VAR PTH 1AD,0,2,1,2
AM028,A,M,WAJIK 9AD PINK,0,2,0.8,2
AM029,A,M,BTG FULL AD PINK,0,2,0.81,2
AM033,A,M,BTG 1AD,0,2,0.61,2
AM040,A,M,PJG HATI LBG + 2HT,0,2,1.22,2
AM041,A,M,PJG HATI LBG + 2HT,0,2,1.24,2
AM043,A,M,PJG BOLA DLM BLT,0,2,1.4,2
AM045,A,M,PJG BOLA DLM BLT,0,2,1.35,2
AM047,A,M,PJG SABIT,0,2,0.9,2
AM050,A,M,PJG 2BTG,0,2,1.2,2
AM052,A,M,PJG 2BTG,0,2,1.23,2
AM054,A,M,PJG 1BOLA,1,2,1.05,2
AM056,A,M,BLT 1AD,3,2,1.17,2
AM058,A,M,BLT 1AD,3,2,1.1,2
AM062,A,M,TETES 1AD,3,2,0.97,2
AM067,A,M,BUNGA 1 AD,3,2,1.04,2
AM068,A,M,HATI LBG 1 AD,3,2,2,2
AM069,A,M,TETES LBNG 1 AD (A),3,2,2.35,2
AM070,A,M,BTG LBG 2 AD,3,2,2.61,2
