HB004,GLA,BK,AD ANK 2 WARU,LG,37.50%,3.1
HB005,GLA,BK,AD ANK STGH WARU,LG,37.50%,3.2
HB006,GLA,BK,AD ANK STGH WARU PINK,LG,37.50%,3.32
HB007,GLA,BK,AD ANK STGH WARU,LG,37.50%,3.11
HB008,GLA,BK,AD ANK STGH WARU,LG,37.50%,3.04
KF001,KL,FY,NULL,UBS,37.50%,4.96
KF010,KL,FY,NULL,UBS,37.50%,4.05
KF012,KL,FY,NULL,UBS,37.50%,7.15
KF013,KL,FY,NULL,UBS,37.50%,3.02
KF020,KL,FY,NULL,UBS,37.50%,3.05
KF024,KL,FY,NULL,UBS,37.50%,1.59
KF025,KL,FY,NULL,UBS,37.50%,3.12
KH002,KL,HL,NULL,UBS,42%,7.06
KH004,KL,HL,NULL,UBS,42%,6.11
KM001,KL,MIL,NULL,UBS,42%,3.09
KM002,KL,MIL,NULL,UBS,42%,3.1
KM004,KL,MIL,NULL,UBS,42%,6.24
KM005,KL,MIL,NULL,UBS,42%,5.05
KM007,KL,MIL,NULL,UBS,42%,5.08
KM013,KL,MIL,NULL,UBS,42%,4.11
KM016,KL,MIL,NULL,UBS,42%,5.05
KM019,KL,MIL,NULL,UBS,42%,8.12
KM021,KL,MIL,NULL,UBS,42%,4.15
KM022,KL,MIL,NULL,UBS,42%,3.07
KM023,KL,MIL,NULL,UBS,42%,2.05
KN010,KL,MN,ALFABET M,UBS,37.50%,2.23
KN012,KL,MN,HATI LAYER AD,UBS,42%,2.46
KR002,KL,RO,NULL,UBS,42%,2.02
KR003,KL,RO,NULL,UBS,42%,3.11
KR012,KL,RO,NULL,UBS,42%,4.07
KR014,KL,RO,NULL,UBS,42%,3.14
KR017,KL,RO,,UBS,42%,2.05
KS005,KL,SAN,NULL,UBS,42%,2.07
KS010,KL,SAN,NULL,UBS,42%,4.94
KS011,KL,SAN,NULL,UBS,42%,4.92
KS013,KL,SAN,NULL,UBS,42%,2.9
KS022,KL,SAN,SDG,UBS,42%,6.05
KS023,KL,SAN,NULL,UBS,42%,2.05
KS024,KL,SAN,NULL,UBS,42%,4.96
KS025,KL,SAN,NULL,UBS,42%,5.09
KS027,KL,SAN,NULL,UBS,42%,2.91
KS030,KL,SAN,NULL,UBS,42%,2.04
KS031,KL,SAN,NULL,UBS,42%,4.96
KS035,KL,SAN,SDG,UBS,42%,9.89
LS001,KLP,SAN,,UBS,42%,5.04
MI004,KLS,ICE,,UBS,42%,7.01
MM002,KLS,MIL,,UBS,42%,8.05
MM006,KLS,MIL,,UBS,42%,6.1
MM008,KLS,MIL,,UBS,42%,7.06
MS001,KLS,SAN,,UBS,42%,3.91
TD001,LT,DS,BOLA MOZAIK,UBS,37.50%,0.6
TD003,LT,DS,BOLA MOZAIK,UBS,37.50%,0.76
TD005,LT,DS,BOLA MOZAIK PASIRAN,UBS,37.50%,0.82
TD008,LT,DS,HATI MOZAIK,UBS,37.50%,0.42
TD010,LT,DS,HATI MOZAIK,UBS,37.50%,0.7
TD015,LT,DS,HATI AD PINK,UBS,37.50%,0.98
TD017,LT,DS,HATI AD PUTIH,UBS,37.50%,1.04
TD032,LT,DS,HATI AD PINK,UBS,37.50%,1.05
TD040,LT,DS,DIAMOND LAYER PTH AD,UBS,37.50%,1.35
TD043,LT,DS,DIAMOND LAYER PTH AD,UBS,37.50%,1.3
TD050,LT,DS,WARU AD,UBS,37.50%,1.55
TD058,LT,DS,DIAMOND VAR PTH AD,UBS,37.50%,0.97
TD059,LT,DS,DIAMOND VAR PTH AD,UBS,37.50%,0.92
TD061,LT,DS,DIAMOND VAR PTH AD,UBS,37.50%,0.96
TD071,LT,DS,KG TETES CAT,UBS,37.50%,1.35
TD072,LT,DS,KG TETES CAT,UBS,37.50%,1.32
TD074,LT,DS,KG TETES CAT,UBS,37.50%,1.31
TD075,LT,DS,KG TETES TIMBUL,UBS,37.50%,1.52
TD077,LT,DS,KG BLT TIMBUL,UBS,37.50%,1.42
TD079,LT,DS,KG HATI TIMBUL,UBS,37.50%,1.6
TD088,LT,DS,BUNGA AD PINK,LG,37.50%,0.54
TD090,LT,DS,RODA AD,LG,37.50%,1.35
TD102,LT,DS,HATI AD,UBS,37.50%,1
TA001,LT,AN,OWL CAT,HWT,37.50%,0.53
TA003,LT,AN,OWL CAT,HWT,37.50%,0.53
TD103,LT,DS,KUPU AD PINK,UBS,37.50%,1.09
